participant,type_label,trial_id,width_mm,round,t,amp,lead_pre,lead_post,v_pre,catchup_s,min_lead,dist,dphi
p06,normal,1,10.000000,1,2.552374,0.009000,0.011000,0.020000,,0.900875,-0.007000,,
p06,normal,1,10.000000,1,3.463249,0.029000,-0.007000,0.022000,0.047337,0.425375,-0.004000,,
p06,normal,1,10.000000,1,3.908624,0.021000,-0.003000,0.018000,0.000000,0.840875,-0.006000,,
p06,normal,1,10.000000,1,4.769499,0.037000,-0.005000,0.032000,0.035851,0.495500,-0.011000,,
p06,normal,1,10.000000,1,5.284999,0.023000,-0.009000,0.014000,0.000000,0.880739,-0.008000,,
p06,normal,1,10.000000,1,6.190748,0.019000,0.000000,0.019000,-0.021039,0.030125,0.000000,,
p06,normal,1,10.000000,1,6.235874,0.018000,0.000000,0.018000,,0.049999,0.001000,,
p06,normal,1,10.000000,1,6.295873,0.013000,0.001000,0.014000,,0.205250,-0.030000,,
p06,normal,1,10.000000,1,6.511123,0.088000,-0.030000,0.058000,0.230474,0.040015,-0.090000,,
p06,normal,1,10.000000,1,6.576138,0.093000,-0.090000,0.003000,,0.805749,-0.012000,,
p06,normal,1,10.000000,1,7.396873,0.059000,0.000000,0.059000,0.005125,0.410375,-0.058000,,
p06,normal,1,10.000000,1,7.837248,0.097000,-0.054000,0.043000,0.089419,0.595510,0.000000,,
p06,normal,1,10.000000,1,8.452883,0.019000,0.000000,0.019000,0.015778,0.535511,-0.013000,,
p06,normal,1,10.000000,1,9.008384,0.022000,-0.011000,0.011000,0.056371,,,,
p06,normal,1,10.000000,2,0.950874,0.009000,0.010000,0.019000,-0.047337,1.396240,-0.018000,,
p06,normal,1,10.000000,2,2.362124,0.026000,0.000000,0.026000,-0.052600,0.600500,0.020000,,
p06,normal,1,10.000000,2,2.987749,0.011000,0.024000,0.035000,-0.020500,0.025003,-0.024000,,
p06,normal,1,10.000000,2,3.022752,0.163000,-0.024000,0.139000,,0.045125,-0.049000,,
p06,normal,1,10.000000,2,3.087874,0.057000,-0.049000,0.008000,,0.030000,-0.007000,,
p06,normal,1,10.000000,2,3.137874,0.017000,-0.002000,0.015000,,0.325375,-0.030000,,
p06,normal,1,10.000000,2,3.483249,0.157000,-0.030000,0.127000,0.278581,0.010000,0.118000,,
p06,normal,1,10.000000,2,3.508249,0.033000,0.118000,0.151000,,0.055125,0.008000,,
p06,normal,1,10.000000,2,3.583374,0.042000,0.010000,0.052000,,0.975875,-0.001000,,
p06,normal,1,10.000000,2,4.599249,0.009000,0.002000,0.011000,0.068376,0.590629,-0.004000,,
p06,normal,1,10.000000,2,5.199878,0.009000,-0.003000,0.006000,0.051215,1.080993,-0.018000,,
p06,normal,1,10.000000,2,6.290873,0.037000,-0.017000,0.020000,0.042050,0.825750,-0.012000,,
p06,normal,1,10.000000,2,7.136623,0.012000,-0.012000,0.000000,0.063075,0.010005,-0.061000,,
p06,normal,1,10.000000,2,7.156628,0.113000,-0.061000,0.052000,,0.050137,-0.063000,,
p06,normal,1,10.000000,2,7.221760,0.075000,-0.063000,0.012000,,0.165125,-0.011000,,
p06,normal,1,10.000000,2,7.411873,0.019000,-0.011000,0.008000,0.139288,0.020004,-0.010000,,
p06,normal,1,10.000000,2,7.441877,0.016000,-0.010000,0.006000,,0.195250,0.003000,,
p06,normal,1,10.000000,2,7.652123,0.043000,0.006000,0.049000,0.000000,0.795750,-0.015000,,
p06,normal,1,10.000000,2,8.467873,0.032000,-0.015000,0.017000,0.256095,0.460378,-0.036000,,
p06,normal,1,10.000000,2,8.938251,0.063000,-0.036000,0.027000,0.042077,0.485510,-0.004000,,
p06,normal,1,10.000000,2,9.443758,0.040000,-0.004000,0.036000,0.031557,0.930874,-0.015000,,
p06,normal,1,10.000000,2,10.404622,0.026000,-0.010000,0.016000,-0.015779,,,,
p06,normal,1,10.000000,3,1.806625,0.013000,0.008000,0.021000,-0.068376,0.150125,0.012000,,
p06,normal,1,10.000000,3,1.971750,0.030000,0.012000,0.042000,0.059950,0.059992,-0.075000,,
p06,normal,1,10.000000,3,2.051875,0.109000,-0.075000,0.034000,,1.156125,-0.008000,,
p06,normal,1,10.000000,3,3.228000,0.048000,-0.006000,0.042000,0.025608,1.281119,-0.014000,,
p06,normal,1,10.000000,3,4.529124,0.034000,0.002000,0.036000,0.030750,0.015000,0.036000,,
p06,normal,1,10.000000,3,4.564249,0.047000,0.039000,0.086000,,0.030000,-0.002000,,
p06,normal,1,10.000000,3,4.614249,0.046000,-0.002000,0.044000,,0.460500,-0.014000,,
p06,normal,1,10.000000,3,5.094749,0.023000,-0.008000,0.015000,-0.005256,0.065000,0.010000,,
p06,normal,1,10.000000,3,5.169749,0.009000,0.010000,0.019000,,0.020000,0.007000,,
p06,normal,1,10.000000,3,5.199749,0.011000,0.008000,0.019000,,0.085125,0.004000,,
p06,normal,1,10.000000,3,5.294874,0.012000,0.006000,0.018000,0.152717,0.020000,0.005000,,
p06,normal,1,10.000000,3,5.324874,0.010000,0.005000,0.015000,,0.010125,0.007000,,
p06,normal,1,10.000000,3,5.349999,0.008000,0.007000,0.015000,,0.640500,-0.019000,,
p06,normal,1,10.000000,3,6.005499,0.030000,-0.017000,0.013000,0.000000,0.495502,0.001000,,
p06,normal,1,10.000000,3,6.521010,0.013000,0.004000,0.017000,0.005125,0.240250,-0.022000,,
p06,normal,1,10.000000,3,6.771249,0.030000,-0.022000,0.008000,0.078895,0.095117,-0.021000,,
p06,normal,1,10.000000,3,6.876374,0.028000,-0.021000,0.007000,0.304888,0.240250,-0.010000,,
p06,normal,1,10.000000,3,7.126624,0.015000,-0.010000,0.005000,0.066581,0.015000,-0.010000,,
p06,normal,1,10.000000,3,7.151624,0.011000,-0.010000,0.001000,,0.044992,-0.003000,,
p06,normal,1,10.000000,3,7.206624,0.025000,-0.003000,0.022000,,0.070125,-0.009000,,
p06,normal,1,10.000000,3,7.286749,0.023000,-0.009000,0.014000,,0.390374,-0.056000,,
p06,normal,1,10.000000,3,7.687123,0.037000,-0.054000,-0.017000,0.005122,0.010014,-0.055000,,
p06,normal,1,10.000000,3,7.707137,0.078000,-0.055000,0.023000,,0.340375,-0.008000,,
p06,normal,1,10.000000,3,8.082498,0.019000,-0.007000,0.012000,0.162943,0.060000,-0.098000,,
p06,normal,1,10.000000,3,8.162498,0.039000,-0.098000,-0.059000,,0.015126,-0.069000,,
p06,normal,1,10.000000,3,8.187624,0.126000,-0.069000,0.057000,,0.020006,-0.028000,,
p06,normal,1,10.000000,3,8.227629,0.010000,-0.028000,-0.018000,,0.009990,-0.029000,,
p06,normal,1,10.000000,3,8.247623,0.018000,-0.029000,-0.011000,,0.250242,-0.018000,,
p06,normal,1,10.000000,3,8.507873,0.026000,-0.013000,0.013000,-0.015779,0.050125,-0.109000,,
p06,normal,1,10.000000,3,8.577998,0.153000,-0.109000,0.044000,,0.010000,-0.075000,,
p06,normal,1,10.000000,3,8.607998,0.126000,-0.075000,0.051000,,0.350375,-0.009000,,
p06,normal,1,10.000000,3,8.993373,0.020000,-0.001000,0.019000,-0.010513,,,,
p06,normal,2,12.500000,1,1.221125,0.039000,-0.013000,0.026000,0.063116,0.590499,-0.013000,,
p06,normal,2,12.500000,1,1.831624,0.041000,-0.008000,0.033000,-0.010520,0.570499,-0.019000,,
p06,normal,2,12.500000,1,2.432249,0.018000,-0.019000,-0.001000,0.084155,0.420369,-0.014000,,
p06,normal,2,12.500000,1,2.872624,0.032000,-0.010000,0.022000,0.005260,0.010000,0.000000,,
p06,normal,2,12.500000,1,2.902624,0.053000,0.000000,0.053000,,0.010000,0.016000,,
p06,normal,2,12.500000,1,2.932749,0.036000,0.016000,0.052000,,0.020000,-0.035000,,
p06,normal,2,12.500000,1,2.992749,0.089000,-0.035000,0.054000,,0.230250,0.031000,,
p06,normal,2,12.500000,1,3.242999,0.021000,0.035000,0.056000,-0.005260,0.020000,0.035000,,
p06,normal,2,12.500000,1,3.272999,0.075000,0.039000,0.114000,,0.020000,0.041000,,
p06,normal,2,12.500000,1,3.302999,0.078000,0.042000,0.120000,,0.020125,-0.005000,,
p06,normal,2,12.500000,1,3.333124,0.061000,-0.005000,0.056000,,0.050000,0.053000,,
p06,normal,2,12.500000,1,3.393124,0.008000,0.053000,0.061000,,0.040000,0.041000,,
p06,normal,2,12.500000,1,3.443124,0.018000,0.041000,0.059000,,0.180263,0.032000,,
p06,normal,2,12.500000,1,3.633387,0.011000,0.033000,0.044000,0.144234,0.110125,0.027000,,
p06,normal,2,12.500000,1,3.753499,0.024000,0.027000,0.051000,0.154370,0.160125,0.026000,,
p06,normal,2,12.500000,1,3.923624,0.011000,0.026000,0.037000,0.156128,0.030000,0.021000,,
p06,normal,2,12.500000,1,3.963624,0.008000,0.021000,0.029000,,0.010000,0.017000,,
p06,normal,2,12.500000,1,3.983624,0.010000,0.017000,0.027000,,0.430500,0.014000,,
p06,normal,2,12.500000,1,4.424124,0.037000,0.014000,0.051000,0.089356,0.455370,-0.001000,,
p06,normal,2,12.500000,1,4.909498,0.031000,0.001000,0.032000,0.136753,0.400379,-0.024000,,
p06,normal,2,12.500000,1,5.329878,0.045000,-0.024000,0.021000,0.163056,0.350242,-0.017000,,
p06,normal,2,12.500000,1,5.700248,0.034000,-0.016000,0.018000,0.105194,0.190241,-0.002000,,
p06,normal,2,12.500000,1,5.910498,0.009000,-0.002000,0.007000,0.105130,,,,
p06,normal,2,12.500000,2,0.150136,0.042000,-0.009000,0.033000,0.213140,0.650625,-0.005000,,
p06,normal,2,12.500000,2,0.830749,0.070000,-0.004000,0.066000,0.021039,0.590625,-0.024000,,
p06,normal,2,12.500000,2,1.451374,0.029000,-0.024000,0.005000,0.010512,0.840750,-0.034000,,
p06,normal,2,12.500000,2,2.312124,0.048000,-0.026000,0.022000,0.005260,0.670625,-0.028000,,
p06,normal,2,12.500000,2,3.002749,0.069000,-0.025000,0.044000,0.047340,0.440499,-0.016000,,
p06,normal,2,12.500000,2,3.473248,0.054000,-0.016000,0.038000,0.094612,0.380380,0.003000,,
p06,normal,2,12.500000,2,3.883628,0.037000,0.004000,0.041000,0.057817,0.330239,0.001000,,
p06,normal,2,12.500000,2,4.233873,0.032000,0.001000,0.033000,0.194609,0.030125,-0.105000,,
p06,normal,2,12.500000,2,4.273998,0.159000,-0.105000,0.054000,,0.020000,0.004000,,
p06,normal,2,12.500000,2,4.313998,0.041000,0.004000,0.045000,,0.170115,0.005000,,
p06,normal,2,12.500000,2,4.514123,0.008000,0.005000,0.013000,0.235135,0.090121,-0.004000,,
p06,normal,2,12.500000,2,4.614248,0.008000,-0.004000,0.004000,0.188635,0.040125,-0.007000,,
p06,normal,2,12.500000,2,4.664373,0.009000,-0.007000,0.002000,,,,,
p06,normal,2,12.500000,3,0.080000,0.034000,0.025000,0.059000,0.200000,0.560499,0.009000,,
p06,normal,2,12.500000,3,0.660624,0.018000,0.013000,0.031000,0.005256,0.410366,0.028000,,
p06,normal,2,12.500000,3,1.080999,0.048000,0.031000,0.079000,0.010512,0.450375,0.050000,,
p06,normal,2,12.500000,3,1.561374,0.047000,0.050000,0.097000,0.099934,0.960875,0.019000,,
p06,normal,2,12.500000,3,2.542374,0.051000,0.019000,0.070000,0.073589,0.230254,0.026000,,
p06,normal,2,12.500000,3,2.802628,0.118000,0.026000,0.144000,0.215510,0.009996,0.144000,,
p06,normal,2,12.500000,3,2.832624,0.029000,0.144000,0.173000,,0.019999,0.054000,,
p06,normal,2,12.500000,3,2.862623,0.037000,0.054000,0.091000,,0.020000,0.091000,,
p06,normal,2,12.500000,3,2.912624,0.008000,0.092000,0.100000,,0.210245,0.078000,,
p06,normal,2,12.500000,3,3.132873,0.056000,0.078000,0.134000,0.120973,0.520490,0.090000,,
p06,normal,2,12.500000,3,3.673373,0.014000,0.091000,0.105000,0.099934,0.650625,0.039000,,
p06,normal,2,12.500000,3,4.343998,0.059000,0.040000,0.099000,0.063116,0.440495,0.070000,,
p06,normal,2,12.500000,3,4.814498,0.045000,0.072000,0.117000,0.094612,,,,
p06,normal,2,12.500000,3,5.740247,0.017000,0.018000,0.035000,,,,,
p06,normal,3,16.500000,1,0.285248,0.024000,-0.009000,0.015000,0.046095,0.655628,-0.041000,,
p06,normal,3,16.500000,1,0.955885,0.066000,-0.037000,0.029000,0.010512,0.200250,-0.001000,,
p06,normal,3,16.500000,1,1.186123,0.039000,0.000000,0.039000,0.136662,0.295249,0.012000,,
p06,normal,3,16.500000,1,1.501372,0.040000,0.012000,0.052000,0.133163,0.425371,0.001000,,
p06,normal,3,16.500000,1,1.951747,0.027000,0.003000,0.030000,0.078895,0.270250,-0.005000,,
p06,normal,3,16.500000,1,2.241997,0.016000,-0.002000,0.014000,0.136752,0.390375,-0.046000,,
p06,normal,3,16.500000,1,2.642372,0.051000,-0.046000,0.005000,0.128123,0.285250,-0.023000,,
p06,normal,3,16.500000,1,2.947746,0.043000,-0.023000,0.020000,0.128041,0.230236,-0.027000,,
p06,normal,3,16.500000,1,3.207996,0.033000,-0.025000,0.008000,0.163893,0.265250,-0.015000,,
p06,normal,3,16.500000,1,3.498246,0.051000,-0.015000,0.036000,0.061460,,,,
p06,normal,3,16.500000,2,0.705620,0.072000,-0.063000,0.009000,0.153754,0.200250,-0.013000,,
p06,normal,3,16.500000,2,0.940870,0.047000,-0.012000,0.035000,0.105194,0.275263,0.006000,,
p06,normal,3,16.500000,2,1.236133,0.024000,0.006000,0.030000,0.122990,0.515500,-0.045000,,
p06,normal,3,16.500000,2,1.771620,0.061000,-0.045000,0.016000,0.204997,0.050130,0.008000,,
p06,normal,3,16.500000,2,1.851751,0.018000,0.008000,0.026000,,0.030000,0.006000,,
p06,normal,3,16.500000,2,1.891745,0.019000,0.006000,0.025000,,0.010001,0.004000,,
p06,normal,3,16.500000,2,1.911745,0.018000,0.004000,0.022000,,0.019999,-0.001000,,
p06,normal,3,16.500000,2,1.946744,0.021000,-0.001000,0.020000,,0.049999,-0.012000,,
p06,normal,3,16.500000,2,2.006869,0.021000,-0.011000,0.010000,,0.105125,-0.007000,,
p06,normal,3,16.500000,2,2.121994,0.070000,-0.005000,0.065000,0.142687,0.595497,-0.043000,,
p06,normal,3,16.500000,2,2.752503,0.041000,-0.043000,-0.002000,0.237666,0.245236,-0.047000,,
p06,normal,3,16.500000,2,3.022744,0.051000,-0.047000,0.004000,0.215247,0.165125,-0.026000,,
p06,normal,3,16.500000,2,3.217994,0.031000,-0.026000,0.005000,0.181681,0.025000,-0.012000,,
p06,normal,3,16.500000,2,3.252994,0.021000,-0.012000,0.009000,,0.010003,-0.003000,,
p06,normal,3,16.500000,2,3.272998,0.012000,-0.003000,0.009000,,,,,
p06,normal,3,16.500000,3,0.145124,0.031000,0.002000,0.033000,0.048235,1.026000,-0.004000,,
p06,normal,3,16.500000,3,1.191124,0.056000,-0.003000,0.053000,0.036794,0.205123,0.034000,,
p06,normal,3,16.500000,3,1.431263,0.018000,0.038000,0.056000,0.076868,0.380375,0.019000,,
p06,normal,3,16.500000,3,1.831624,0.013000,0.023000,0.036000,0.026298,0.010014,0.031000,,
p06,normal,3,16.500000,3,1.851638,0.021000,0.031000,0.052000,,0.030115,0.005000,,
p06,normal,3,16.500000,3,1.891748,0.025000,0.005000,0.030000,,0.420383,-0.006000,,
p06,normal,3,16.500000,3,2.332132,0.051000,-0.006000,0.045000,0.026298,0.240250,0.022000,,
p06,normal,3,16.500000,3,2.602373,0.018000,0.022000,0.040000,0.110453,0.220250,0.014000,,
p06,normal,3,16.500000,3,2.847623,0.018000,0.014000,0.032000,0.120896,0.009999,0.012000,,
p06,normal,3,16.500000,3,2.872622,0.015000,0.012000,0.027000,,0.009994,0.010000,,
p06,normal,3,16.500000,3,2.892622,0.016000,0.010000,0.026000,,0.009999,0.008000,,
p06,normal,3,16.500000,3,2.912622,0.016000,0.008000,0.024000,,0.365375,0.003000,,
p06,normal,3,16.500000,3,3.287998,0.055000,0.003000,0.058000,0.061500,0.305372,0.035000,,
p06,normal,3,16.500000,3,3.623383,0.030000,0.039000,0.069000,0.010512,0.555499,0.015000,,
p06,normal,3,16.500000,3,4.198872,0.057000,0.015000,0.072000,0.052562,0.475500,0.003000,,
p06,normal,3,16.500000,3,4.704372,0.017000,0.003000,0.020000,0.199743,,,,
p06,normal,4,25.000000,1,0.210250,0.031000,-0.015000,0.016000,0.063075,0.530496,-0.083000,,
p06,normal,4,25.000000,1,0.760750,0.107000,-0.080000,0.027000,0.241787,0.190121,-0.013000,,
p06,normal,4,25.000000,1,0.980875,0.019000,-0.010000,0.009000,0.194613,0.350374,-0.035000,,
p06,normal,4,25.000000,1,1.341249,0.070000,-0.035000,0.035000,0.184090,0.380373,-0.042000,,
p06,normal,4,25.000000,1,1.741624,0.112000,-0.042000,0.070000,0.205128,0.410375,-0.001000,,
p06,normal,4,25.000000,1,2.191999,0.038000,-0.001000,0.037000,0.168310,0.290390,-0.011000,,
p06,normal,4,25.000000,1,2.502389,0.026000,-0.011000,0.015000,0.168186,0.180125,-0.012000,,
p06,normal,4,25.000000,1,2.702498,0.008000,-0.012000,-0.004000,0.149896,0.020000,-0.033000,,
p06,normal,4,25.000000,1,2.732498,0.044000,-0.033000,0.011000,,0.010125,-0.042000,,
p06,normal,4,25.000000,1,2.762623,0.031000,-0.042000,-0.011000,,,,,
p06,normal,4,25.000000,2,0.230250,0.057000,0.004000,0.061000,0.078847,0.620624,-0.057000,,
p06,normal,4,25.000000,2,0.880874,0.096000,-0.057000,0.039000,0.199737,0.240250,0.006000,,
p06,normal,4,25.000000,2,1.151124,0.041000,0.007000,0.048000,0.173456,0.420374,-0.019000,,
p06,normal,4,25.000000,2,1.591498,0.091000,-0.015000,0.076000,0.152532,0.470500,-0.024000,,
p06,normal,4,25.000000,2,2.091998,0.092000,-0.024000,0.068000,0.210250,0.240250,0.001000,,
p06,normal,4,25.000000,2,2.362248,0.015000,0.001000,0.016000,0.262818,0.190135,-0.012000,,
p06,normal,4,25.000000,2,2.572383,0.012000,-0.012000,0.000000,0.147264,,,,
p06,normal,4,25.000000,3,0.170121,0.230000,-0.010000,0.220000,0.058782,0.009993,0.157000,,
p06,normal,4,25.000000,3,0.210246,0.076000,0.157000,0.233000,,0.009994,0.230000,,
p06,normal,4,25.000000,3,0.230246,0.014000,0.230000,0.244000,,0.040010,-0.019000,,
p06,normal,4,25.000000,3,0.280256,0.040000,-0.019000,0.021000,,0.020125,0.010000,,
p06,normal,4,25.000000,3,0.310371,0.011000,0.010000,0.021000,,0.350250,-0.033000,,
p06,normal,4,25.000000,3,0.670621,0.120000,-0.033000,0.087000,0.199869,0.670624,-0.078000,,
p06,normal,4,25.000000,3,1.381245,0.090000,-0.077000,0.013000,0.126233,0.440375,-0.061000,,
p06,normal,4,25.000000,3,1.851745,0.103000,-0.060000,0.043000,0.110454,0.160125,0.015000,,
p06,normal,4,25.000000,3,2.051870,0.080000,0.015000,0.095000,0.174863,0.390249,0.013000,,
p06,normal,4,25.000000,3,2.462244,0.012000,0.013000,0.025000,0.257725,,,,
p06,normal,5,50.000000,1,0.475491,0.126000,-0.103000,0.023000,0.357659,0.490500,-0.046000,,
p06,normal,5,50.000000,1,1.000991,0.064000,-0.043000,0.021000,0.046095,0.135125,-0.008000,,
p06,normal,5,50.000000,1,1.166116,0.031000,-0.008000,0.023000,0.214616,0.125125,-0.034000,,
p06,normal,5,50.000000,1,1.301241,0.028000,-0.034000,-0.006000,0.455544,0.175125,-0.056000,,
p06,normal,5,50.000000,1,1.491366,0.090000,-0.056000,0.034000,0.285510,,,,
p06,normal,5,50.000000,2,0.085114,0.107000,0.009000,0.116000,0.058745,0.175125,0.082000,,
p06,normal,5,50.000000,2,0.300238,0.089000,0.084000,0.173000,0.182727,0.600630,-0.080000,,
p06,normal,5,50.000000,2,0.930868,0.087000,-0.080000,0.007000,0.194476,0.210244,-0.062000,,
p06,normal,5,50.000000,2,1.176113,0.048000,-0.061000,-0.013000,0.325887,0.069993,-0.029000,,
p06,normal,5,50.000000,2,1.271113,0.045000,-0.029000,0.016000,,0.030110,-0.035000,,
p06,normal,5,50.000000,2,1.311238,0.101000,-0.035000,0.066000,,0.465375,-0.046000,,
p06,normal,5,50.000000,2,1.796613,0.053000,-0.046000,0.007000,0.115713,,,,
p06,normal,5,50.000000,3,0.165125,0.112000,0.002000,0.114000,0.096896,0.265125,0.062000,,
p06,normal,5,50.000000,3,0.460375,0.066000,0.062000,0.128000,0.251121,0.265237,0.071000,,
p06,normal,5,50.000000,3,0.755750,0.008000,0.071000,0.079000,0.163892,0.260250,0.017000,,
p06,normal,5,50.000000,3,1.026000,0.049000,0.017000,0.066000,0.261204,0.330250,0.002000,,
p06,normal,5,50.000000,3,1.376250,0.057000,0.002000,0.059000,0.266496,0.270243,-0.066000,,
p06,normal,5,50.000000,3,1.666504,0.087000,-0.066000,0.021000,0.538117,0.225125,-0.056000,,
p06,normal,5,50.000000,3,1.911749,0.053000,-0.056000,-0.003000,0.329507,,,,
p06,sharp,31,10.000000,1,0.280249,0.032000,-0.003000,0.029000,0.015768,0.024994,0.004000,,
p06,sharp,31,10.000000,1,0.325245,0.141000,0.004000,0.145000,,0.055125,-0.004000,,
p06,sharp,31,10.000000,1,0.400370,0.034000,-0.004000,0.030000,,1.801625,-0.034000,,
p06,sharp,31,10.000000,1,2.211995,0.008000,-0.031000,-0.023000,0.026298,0.620618,-0.034000,,
p06,sharp,31,10.000000,1,2.842620,0.039000,-0.034000,0.005000,0.031537,0.300238,0.003000,,
p06,sharp,31,10.000000,1,3.162869,0.018000,0.006000,0.024000,0.010250,0.695624,-0.035000,,
p06,sharp,31,10.000000,1,3.878494,0.027000,-0.035000,-0.008000,0.226167,0.010000,-0.126000,,
p06,sharp,31,10.000000,1,3.898619,0.117000,-0.126000,-0.009000,,0.055000,-0.017000,,
p06,sharp,31,10.000000,1,3.988620,0.008000,-0.015000,-0.007000,,0.640625,-0.010000,,
p06,sharp,31,10.000000,1,4.639244,0.012000,-0.002000,0.010000,0.000000,0.575500,-0.017000,,
p06,sharp,31,10.000000,1,5.224744,0.024000,-0.010000,0.014000,-0.010520,1.641500,-0.008000,,
p06,sharp,31,10.000000,1,6.886369,0.025000,-0.006000,0.019000,0.042050,0.055000,-0.067000,,
p06,sharp,31,10.000000,1,6.951369,0.042000,-0.067000,-0.025000,,0.010008,-0.093000,,
p06,sharp,31,10.000000,1,6.971379,0.020000,-0.093000,-0.073000,,0.029994,-0.083000,,
p06,sharp,31,10.000000,1,7.011494,0.084000,-0.075000,0.009000,,0.560500,-0.007000,,
p06,sharp,31,10.000000,1,7.591994,0.012000,-0.003000,0.009000,0.015375,1.181124,-0.010000,,
p06,sharp,31,10.000000,1,8.783118,0.012000,-0.005000,0.007000,-0.005122,0.455375,0.000000,,
p06,sharp,31,10.000000,1,9.248493,0.010000,0.002000,0.012000,0.020501,,,,
p06,sharp,31,10.000000,1,10.794998,0.018000,0.006000,0.024000,0.006446,0.105125,0.001000,,
p06,sharp,31,10.000000,1,10.915118,0.014000,0.005000,0.019000,0.180737,0.320251,0.016000,,
p06,sharp,31,10.000000,1,11.255369,0.027000,0.017000,0.044000,0.047337,0.630625,-0.027000,,
p06,sharp,31,10.000000,1,11.905993,0.047000,-0.027000,0.020000,0.057857,0.010000,-0.026000,,
p06,sharp,31,10.000000,1,11.925993,0.045000,-0.026000,0.019000,,0.010000,-0.028000,,
p06,sharp,31,10.000000,1,11.945993,0.046000,-0.028000,0.018000,,0.030125,-0.028000,,
p06,sharp,31,10.000000,1,11.986118,0.043000,-0.025000,0.018000,,0.074996,-0.025000,,
p06,sharp,31,10.000000,1,12.076118,0.038000,-0.025000,0.013000,,0.065125,-0.025000,,
p06,sharp,31,10.000000,1,12.151243,0.034000,-0.025000,0.009000,,0.060000,-0.026000,,
p06,sharp,31,10.000000,1,12.221243,0.034000,-0.026000,0.008000,,0.025000,-0.030000,,
p06,sharp,31,10.000000,1,12.256368,0.034000,-0.030000,0.004000,,0.010000,-0.027000,,
p06,sharp,31,10.000000,1,12.276368,0.043000,-0.027000,0.016000,,0.560493,-0.009000,,
p06,sharp,31,10.000000,1,12.846867,0.022000,-0.005000,0.017000,0.097374,0.295249,0.005000,,
p06,sharp,31,10.000000,1,13.162117,0.012000,0.007000,0.019000,0.027009,0.690618,-0.012000,,
p06,sharp,31,10.000000,1,13.872868,0.038000,-0.012000,0.026000,0.068333,0.295243,0.026000,,
p06,sharp,31,10.000000,1,14.188117,0.014000,0.032000,0.046000,0.005260,0.245259,-0.013000,,
p06,sharp,31,10.000000,1,14.453376,0.078000,-0.013000,0.065000,0.327980,0.050000,-0.004000,,
p06,sharp,31,10.000000,1,14.513367,0.064000,-0.004000,0.060000,,0.010000,0.049000,,
p06,sharp,31,10.000000,1,14.553492,0.013000,0.049000,0.062000,,0.010000,0.047000,,
p06,sharp,31,10.000000,1,14.578492,0.014000,0.047000,0.061000,,0.030000,0.043000,,
p06,sharp,31,10.000000,1,14.618492,0.012000,0.043000,0.055000,,0.470500,0.005000,,
p06,sharp,31,10.000000,1,15.098992,0.018000,0.005000,0.023000,0.128041,0.015000,0.010000,,
p06,sharp,31,10.000000,1,15.123992,0.011000,0.010000,0.021000,,,,,
p06,sharp,31,10.000000,2,1.966752,0.041000,-0.011000,0.030000,-0.005259,0.580500,-0.029000,,
p06,sharp,31,10.000000,2,2.567368,0.058000,-0.029000,0.029000,0.199752,0.030000,-0.058000,,
p06,sharp,31,10.000000,2,2.607368,0.026000,-0.058000,-0.032000,,0.025141,-0.032000,,
p06,sharp,31,10.000000,2,2.642509,0.022000,-0.024000,-0.002000,,0.020000,-0.002000,,
p06,sharp,31,10.000000,2,2.682493,0.008000,0.002000,0.010000,,0.700625,-0.001000,,
p06,sharp,31,10.000000,2,3.398118,0.008000,0.005000,0.013000,0.010519,0.720637,-0.035000,,
p06,sharp,31,10.000000,2,4.128755,0.030000,-0.033000,-0.003000,0.035874,0.475366,-0.037000,,
p06,sharp,31,10.000000,2,4.639242,0.036000,-0.037000,-0.001000,0.066624,0.705620,-0.024000,,
p06,sharp,31,10.000000,2,5.374992,0.008000,-0.019000,-0.011000,0.015769,0.400375,-0.020000,,
p06,sharp,31,10.000000,2,5.785367,0.022000,-0.020000,0.002000,0.056338,0.030000,-0.050000,,
p06,sharp,31,10.000000,2,5.830367,0.208000,-0.050000,0.158000,,0.065125,-0.092000,,
p06,sharp,31,10.000000,2,5.920492,0.107000,-0.089000,0.018000,,0.910875,-0.017000,,
p06,sharp,31,10.000000,2,6.886367,0.016000,0.007000,0.023000,-0.010519,0.705618,-0.002000,,
p06,sharp,31,10.000000,2,7.611992,0.016000,-0.001000,0.015000,0.000000,1.271124,-0.025000,,
p06,sharp,31,10.000000,2,8.893241,0.033000,-0.025000,0.008000,0.057857,0.585500,-0.076000,,
p06,sharp,31,10.000000,2,9.498741,0.126000,-0.076000,0.050000,0.425368,0.010000,0.033000,,
p06,sharp,31,10.000000,2,9.528866,0.013000,0.033000,0.046000,,0.010000,-0.036000,,
p06,sharp,31,10.000000,2,9.548866,0.048000,-0.036000,0.012000,,0.030000,-0.011000,,
p06,sharp,31,10.000000,2,9.588866,0.023000,-0.001000,0.022000,,0.340377,0.022000,,
p06,sharp,31,10.000000,2,9.964243,0.033000,0.026000,0.059000,0.021025,0.245250,-0.007000,,
p06,sharp,31,10.000000,2,10.239491,0.026000,-0.007000,0.019000,0.331377,0.260245,-0.023000,,
p06,sharp,31,10.000000,2,10.514741,0.030000,-0.023000,0.007000,0.194747,0.030000,-0.026000,,
p06,sharp,31,10.000000,2,10.554741,0.031000,-0.026000,0.005000,,0.240250,-0.046000,,
