participant,type_label,trial_id,width_mm,dur_s,dist_m,dphi_rad,lead_post,inv_speed,kappa_density
p06,corner,6,10.0,0.5505,0.045,1.570796,0.023,12.233331,34.906585
p06,corner,6,10.0,0.100125,0.017,0.0,-0.034,5.889724,0.0
p06,corner,6,10.0,0.420631,0.039,0.0,0.05,10.785409,0.0
p06,corner,6,10.0,0.150125,0.014,0.0,-0.029,10.723216,0.0
p06,corner,6,10.0,0.060125,0.004,0.0,-0.03,15.031278,0.0
p06,corner,6,10.0,0.060121,0.003,0.0,-0.03,20.040274,0.0
p06,corner,6,10.0,0.260254,0.02,1.308997,0.014,13.012707,65.449847
p06,corner,6,10.0,0.5405,0.103,0.0,0.058,5.247572,0.0
p06,corner,7,12.5,0.200117,0.076,0.0,0.11,2.63312,0.0
p06,corner,7,12.5,0.810744,0.087,1.570796,0.097,9.318897,18.05513
p06,corner,7,12.5,1.11101,0.104,1.570796,0.028,10.682789,15.103811
p06,corner,7,12.5,0.050004,0.003,0.0,0.072,16.668081,0.0
p06,corner,7,12.5,0.470376,0.072,0.0,0.067,6.533,0.0
p06,corner,7,12.5,0.17025,0.016,0.0,0.074,10.640621,0.0
p06,corner,7,12.5,0.470501,0.021,1.570796,0.058,22.404807,74.799825
p06,corner,7,12.5,0.720626,0.043,0.0,0.026,16.758741,0.0
p06,corner,7,12.5,0.690627,0.062,1.570796,0.026,11.139147,25.335425
p06,corner,7,12.5,0.150125,0.033,0.0,0.004,4.549243,0.0
p06,corner,7,12.5,0.570501,0.119,0.0,0.119,4.794127,0.0
p06,corner,7,12.5,1.17112,0.044,1.570796,0.021,26.616367,35.699917
p06,corner,7,12.5,1.301128,0.134,1.570796,0.001,9.70991,11.722361
p06,corner,7,12.5,0.360262,0.025,1.570796,0.033,14.410467,62.831853
p06,corner,7,12.5,0.060125,0.003,0.0,0.004,20.041625,0.0
p06,corner,7,12.5,0.410376,0.068,0.0,0.069,6.034942,0.0
p06,corner,7,12.5,0.620628,0.053,0.0,0.083,11.70996,0.0
p06,corner,7,12.5,1.461374,0.138,3.141593,0.047,10.589667,22.765164
p06,corner,7,12.5,0.400256,0.065,0.0,0.166,6.157783,0.0
p06,corner,7,12.5,1.231125,0.096,1.570796,0.1,12.82422,16.362462
p06,corner,7,12.5,0.550499,0.036,0.0,-0.004,15.291638,0.0
p06,corner,7,12.5,0.41038,0.037,1.570796,0.015,11.091348,42.453955
p06,corner,8,16.5,0.850758,0.08,1.570796,0.026,10.634473,19.634954
p06,corner,8,16.5,0.920882,0.143,0.0,0.178,6.439736,0.0
p06,corner,8,16.5,0.22025,0.016,1.570796,0.06,13.765618,98.17477
p06,corner,8,16.5,0.960874,0.099,1.570796,0.05,9.705799,15.86663
p06,corner,8,16.5,0.430378,0.105,0.0,0.063,4.098838,0.0
p06,corner,8,16.5,1.371249,0.115,3.141593,0.042,11.923904,27.318197
p06,corner,8,16.5,0.670624,0.122,0.0,0.177,5.496918,0.0
p06,corner,8,16.5,0.07,0.005,0.0,-0.017,14.000034,0.0
p06,corner,8,16.5,0.4705,0.034,1.570796,0.041,13.838242,46.199892
p06,corner,8,16.5,0.230125,0.065,0.0,-0.036,3.540388,0.0
p06,corner,8,16.5,0.83075,0.09,1.570796,0.059,9.230558,17.453293
p06,corner,8,16.5,1.040995,0.095,1.570796,-0.011,10.957843,16.534698
p06,corner,8,16.5,0.330249,0.066,0.0,-0.013,5.00377,0.0
p06,corner,8,16.5,0.620629,0.041,1.570796,0.044,15.137294,38.312106
p06,corner,8,16.5,0.120125,0.004,0.0,0.029,30.031264,0.0
p06,corner,8,16.5,0.410379,0.053,0.0,0.04,7.743003,0.0
p06,corner,8,16.5,0.5505,0.101,1.570796,-0.01,5.450494,15.552439
p06,corner,8,16.5,0.20025,0.025,0.0,0.011,8.010006,0.0
p06,corner,9,25.0,0.685625,0.11,0.0,0.076,6.232955,0.0
p06,corner,9,25.0,0.760747,0.072,1.570796,0.004,10.56593,21.816616
p06,corner,9,25.0,0.520374,0.042,0.0,-0.015,12.389859,0.0
p06,corner,9,25.0,0.875875,0.111,1.570796,-0.061,7.890768,14.151318
p06,corner,9,25.0,0.080132,0.018,0.0,-0.02,4.451791,0.0
p06,corner,9,25.0,0.605492,0.058,1.570796,0.091,10.439515,27.082695
p06,corner,9,25.0,0.335375,0.062,0.0,0.096,5.409275,0.0
p06,corner,9,25.0,0.125125,0.011,1.570796,0.02,11.375015,142.799666
p06,corner,9,25.0,0.410375,0.106,0.0,0.107,3.871463,0.0
p06,corner,9,25.0,0.23525,0.029,1.570796,-0.043,8.112077,54.165391
p06,corner,9,25.0,0.105125,0.003,0.0,-0.018,35.04165,0.0
p06,corner,9,25.0,0.29538,0.05,0.0,-0.006,5.907602,0.0
p06,corner,9,25.0,0.910757,0.098,1.570796,-0.032,9.293439,16.028534
p06,corner,9,25.0,0.365242,0.066,0.0,0.142,5.533973,0.0
p06,corner,9,25.0,0.850882,0.102,1.570796,0.077,8.341981,15.399964
p06,corner,9,25.0,0.480375,0.092,1.570796,0.035,5.221465,17.073873
p06,corner,9,25.0,0.79575,0.102,1.570796,-0.015,7.80147,15.399964
p06,corner,9,25.0,0.615488,0.033,1.570796,-0.044,18.651153,47.599889
p06,corner,9,25.0,0.5705,0.041,1.570796,0.075,13.914637,38.312106
p06,corner,9,25.0,0.4655,0.06,0.0,0.057,7.758331,0.0
p06,corner,9,25.0,0.580625,0.12,1.570796,0.153,4.83854,13.089969
p06,corner,10,50.0,0.6105,0.153,1.570796,0.107,3.990195,10.266643
p06,corner,10,50.0,0.420374,0.119,1.570796,0.08,3.532554,13.199969
p06,corner,10,50.0,0.250126,0.032,0.0,0.089,7.816441,0.0
p06,corner,10,50.0,0.5805,0.209,3.141593,0.153,2.777513,15.031544
p06,corner,10,50.0,0.390375,0.119,1.570796,0.008,3.280461,13.199969
p06,corner,10,50.0,0.32038,0.071,1.570796,0.015,4.512397,22.123892
p06,corner,10,50.0,0.180126,0.042,0.0,0.094,4.288713,0.0
p06,corner,10,50.0,0.260249,0.064,0.0,0.143,4.066389,0.0
p06,corner,10,50.0,0.320249,0.09,1.570796,0.11,3.558323,17.453293
p06,corner,10,50.0,0.29025,0.11,1.570796,0.076,2.638637,14.279967
p06,corner,10,50.0,0.360249,0.102,0.0,0.071,3.531853,0.0
p06,corner,10,50.0,0.550495,0.113,1.570796,0.045,4.871636,13.900852
p06,corner,10,50.0,0.80075,0.167,2.617994,0.2,4.79491,15.67661
p06,corner,10,50.0,0.370254,0.127,1.570796,0.067,2.915384,12.368475
p06,corner,10,50.0,0.240255,0.083,0.0,0.013,2.894637,0.0
p06,straight,11,10.0,1.020875,0.114,0.0,0.039,8.955044,0.0
p06,straight,11,10.0,0.5255,0.061,0.0,-0.013,8.614759,0.0
p06,straight,11,10.0,0.405375,0.049,0.0,0.027,8.272959,0.0
p06,straight,11,10.0,0.054987,0.007,0.0,0.061,7.855279,0.0
p06,straight,11,10.0,0.060005,0.008,0.0,0.072,7.500648,0.0
p06,straight,11,10.0,0.5455,0.071,0.0,0.065,7.683096,0.0
p06,straight,11,10.0,0.085111,0.022,0.0,-0.015,3.868667,0.0
p06,straight,11,10.0,0.33025,0.048,0.0,0.039,6.880209,0.0
p06,straight,11,10.0,0.675614,0.008,0.0,0.009,84.451765,0.0
p06,straight,11,10.0,0.5405,0.035,0.0,0.026,15.442855,0.0
p06,straight,11,10.0,0.77075,0.065,0.0,0.027,11.857693,0.0
p06,straight,11,10.0,0.250257,0.034,0.0,0.056,7.3605,0.0
p06,straight,11,10.0,0.430375,0.042,0.0,-0.002,10.24702,0.0
p06,straight,11,10.0,0.720749,0.066,0.0,0.014,10.920438,0.0
p06,straight,11,10.0,0.36525,0.075,0.0,0.055,4.870001,0.0
p06,straight,11,10.0,0.205112,0.038,0.0,0.01,5.397677,0.0
p06,straight,11,10.0,0.955875,0.063,0.0,0.029,15.172618,0.0
p06,straight,11,10.0,0.230244,0.037,0.0,0.018,6.222815,0.0
p06,straight,11,10.0,0.855875,0.11,0.0,-0.001,7.780684,0.0
p06,straight,11,10.0,0.190125,0.018,0.0,0.018,10.562499,0.0
p06,straight,11,10.0,0.115125,0.003,0.0,0.01,38.37498,0.0
p06,straight,11,10.0,0.895875,0.093,0.0,0.054,9.633064,0.0
p06,straight,11,10.0,0.4855,0.056,0.0,0.045,8.66964,0.0
p06,straight,11,10.0,0.24025,0.018,0.0,-0.004,13.347215,0.0
p06,straight,11,10.0,0.25525,0.021,0.0,0.007,12.154772,0.0
p06,straight,12,12.5,1.196131,0.171,0.0,0.086,6.994917,0.0
p06,straight,12,12.5,0.380375,0.051,0.0,-0.013,7.458327,0.0
p06,straight,12,12.5,0.425375,0.082,0.0,0.043,5.1875,0.0
p06,straight,12,12.5,0.21025,0.042,0.0,-0.048,5.00595,0.0
p06,straight,12,12.5,0.360376,0.071,0.0,0.092,5.075717,0.0
p06,straight,12,12.5,1.046004,0.17,0.0,0.068,6.152964,0.0
p06,straight,12,12.5,0.570492,0.119,0.0,0.065,4.794049,0.0
p06,straight,12,12.5,0.510502,0.072,0.0,-0.036,7.090307,0.0
p06,straight,12,12.5,0.305375,0.056,0.0,0.05,5.453127,0.0
p06,straight,12,12.5,0.080123,0.004,0.0,0.124,20.030677,0.0
p06,straight,12,12.5,0.69063,0.109,0.0,0.004,6.336055,0.0
p06,straight,12,12.5,0.260263,0.033,0.0,-0.008,7.886757,0.0
p06,straight,12,12.5,0.395375,0.066,0.0,-0.013,5.990527,0.0
p06,straight,12,12.5,0.240125,0.054,0.0,0.015,4.446758,0.0
p06,straight,13,16.5,0.5805,0.169,0.0,0.157,3.434911,0.0
p06,straight,13,16.5,0.150125,0.072,0.0,0.052,2.08507,0.0
p06,straight,13,16.5,0.190125,0.08,0.0,0.089,2.376562,0.0
p06,straight,13,16.5,0.540493,0.155,0.0,0.116,3.48705,0.0
p06,straight,13,16.5,0.19025,0.1,0.0,0.154,1.902502,0.0
p06,straight,13,16.5,0.190125,0.069,0.0,0.246,2.755435,0.0
p06,straight,13,16.5,0.370376,0.229,0.0,0.249,1.617361,0.0
p06,straight,13,16.5,0.19025,0.092,0.0,0.067,2.067934,0.0
p06,straight,14,25.0,0.240263,0.212,0.0,0.159,1.133317,0.0
p06,straight,14,25.0,0.390249,0.146,0.0,0.195,2.672938,0.0
p06,straight,14,25.0,0.370375,0.226,0.0,0.358,1.638827,0.0
p06,straight,15,50.0,0.250248,0.159,0.0,0.362,1.573887,0.0
p06,straight,15,50.0,0.390374,0.358,0.0,0.226,1.09043,0.0
p06,straight,15,50.0,0.510499,0.336,0.0,0.24,1.519342,0.0
p06,gentle,26,10.0,0.440375,0.038,0.383541,0.029,11.588818,10.093191
p06,gentle,26,10.0,0.4905,0.063,0.290189,0.036,7.785718,4.606181
p06,gentle,26,10.0,0.310248,0.021,0.14258,-0.002,14.773721,6.78953
p06,gentle,26,10.0,0.310375,0.03,0.322181,0.016,10.34584,10.73938
p06,gentle,26,10.0,1.541374,0.124,0.81823,0.032,12.430435,6.598632
p06,gentle,26,10.0,0.17025,0.021,0.127197,-0.016,8.10714,6.056983
p06,gentle,26,10.0,0.5705,0.076,0.468031,0.063,7.506581,6.158299
p06,gentle,26,10.0,0.19025,0.021,0.195692,0.031,9.05952,9.318657
p06,gentle,26,10.0,0.870736,0.059,0.494509,0.042,14.758235,8.381505
p06,gentle,26,10.0,1.26125,0.124,0.820909,0.055,10.171371,6.62023
p06,gentle,26,10.0,0.190134,0.016,0.121508,-0.005,11.883348,7.59426
p06,gentle,26,10.0,0.250261,0.021,0.056143,0.041,11.917182,2.673495
p06,gentle,26,10.0,0.430374,0.037,0.210914,0.012,11.631734,5.700387
p06,gentle,26,10.0,0.300259,0.036,0.373989,0.017,8.340524,10.388579
p06,gentle,26,10.0,0.29025,0.024,0.126111,0.03,12.093753,5.254644
p06,gentle,26,10.0,0.25525,0.026,0.040346,0.013,9.817307,1.551782
p06,gentle,26,10.0,0.330375,0.038,0.322328,-0.015,8.694084,8.482313
p06,gentle,26,10.0,0.650619,0.056,0.498603,0.012,11.618201,8.903632
p06,gentle,26,10.0,0.630624,0.053,0.242319,0.036,11.898563,4.572061
p06,gentle,26,10.0,0.460372,0.058,0.478457,0.043,7.937448,8.249255
p06,gentle,26,10.0,0.29025,0.029,0.22128,0.004,10.008623,7.63036
p06,gentle,26,10.0,0.32025,0.037,0.079578,0.01,8.655406,2.150744
p06,gentle,26,10.0,0.12,0.017,0.138754,0.026,7.058817,8.162017
p06,gentle,26,10.0,0.280375,0.029,0.312214,0.009,9.668104,10.765984
p06,gentle,26,10.0,0.460375,0.04,0.200214,0.049,11.509377,5.00536
p06,gentle,26,10.0,0.300375,0.032,0.102729,0.041,9.386711,3.210275
p06,gentle,26,10.0,0.28025,0.037,0.378963,0.035,7.574326,10.242246
p06,gentle,27,12.5,1.221124,0.099,0.753077,0.027,12.334588,7.606838
p06,gentle,27,12.5,0.18025,0.012,0.009747,0.004,15.020808,0.812226
p06,gentle,27,12.5,0.29025,0.03,0.138912,0.033,9.674994,4.630401
p06,gentle,27,12.5,0.23025,0.018,0.174153,0.028,12.79166,9.675161
p06,gentle,27,12.5,0.480499,0.033,0.314738,0.042,14.560577,9.537516
p06,gentle,27,12.5,0.690624,0.091,0.541953,0.051,7.589275,5.955532
p06,gentle,27,12.5,0.690632,0.077,0.352169,0.039,8.969245,4.573619
p06,gentle,27,12.5,0.240254,0.035,0.354594,0.01,6.864398,10.131267
p06,gentle,27,12.5,0.650616,0.057,0.465137,0.038,11.414319,8.160294
p06,gentle,27,12.5,0.4805,0.058,0.276797,0.048,8.284482,4.772368
p06,gentle,27,12.5,0.290249,0.042,0.326074,0.025,6.910687,7.763657
p06,gentle,27,12.5,0.28025,0.032,0.298732,0.042,8.757807,9.335378
p06,gentle,27,12.5,0.330385,0.043,0.107957,0.044,7.683371,2.510626
p06,gentle,27,12.5,0.240242,0.026,0.191811,0.047,9.240068,7.377335
p06,gentle,27,12.5,0.420374,0.055,0.452442,0.06,7.643166,8.226216
p06,gentle,27,12.5,0.34037,0.056,0.266534,0.038,6.07803,4.759541
p06,gentle,27,12.5,0.24025,0.04,0.397195,0.015,6.006253,9.929865
p06,gentle,27,12.5,0.725624,0.126,0.799542,0.102,5.758921,6.345574
p06,gentle,27,12.5,0.620625,0.092,0.721457,0.072,6.745922,7.841926
p06,gentle,27,12.5,0.530498,0.064,0.419997,0.07,8.289032,6.562453
p06,gentle,27,12.5,0.44037,0.044,0.313153,0.084,10.008411,7.117104
p06,gentle,28,16.5,0.520375,0.046,0.417963,0.014,11.3125,9.086158
p06,gentle,28,16.5,0.720625,0.076,0.360947,0.045,9.481907,4.749301
p06,gentle,28,16.5,0.19025,0.017,0.141175,-0.005,11.191172,8.304433
p06,gentle,28,16.5,0.330237,0.019,0.207194,0.057,17.38089,10.904958
p06,gentle,28,16.5,0.800749,0.066,0.343129,0.055,12.132562,5.198924
p06,gentle,28,16.5,0.190125,0.006,0.022734,0.035,31.687498,3.788976
p06,gentle,28,16.5,0.180125,0.012,0.075733,0.019,15.010417,6.311118
p06,gentle,28,16.5,0.130238,0.014,0.132016,0.019,9.302718,9.429703
p06,gentle,28,16.5,0.370243,0.044,0.408736,0.058,8.414615,9.289453
p06,gentle,28,16.5,0.620499,0.122,0.78708,0.052,5.086058,6.451472
p06,gentle,28,16.5,0.530494,0.066,0.606094,0.044,8.037787,9.183244
p06,gentle,28,16.5,0.790624,0.104,0.654606,0.083,7.602155,6.294291
p06,gentle,28,16.5,0.190125,0.03,0.166327,0.072,6.337508,5.544225
p06,gentle,28,16.5,0.680625,0.127,0.782271,0.107,5.35925,6.159617
p06,gentle,28,16.5,0.320375,0.069,0.538203,0.04,4.643115,7.800037
p06,gentle,28,16.5,0.420374,0.09,0.605236,0.053,4.670821,6.724847
p06,gentle,28,16.5,0.360371,0.033,0.164217,0.009,10.92033,4.97626
p06,gentle,28,16.5,0.150125,0.023,0.053315,0.044,6.527175,2.318023
p06,gentle,28,16.5,0.770635,0.159,1.143308,0.097,4.846759,7.190618
p06,gentle,28,16.5,0.230125,0.043,0.254379,-0.006,5.351749,5.915782
p06,gentle,29,25.0,0.50551,0.062,0.504188,0.014,8.153389,8.132058
p06,gentle,29,25.0,0.495383,0.104,0.614051,0.006,4.763298,5.904338
p06,gentle,29,25.0,0.105,0.015,0.148957,-0.004,6.999985,9.930449
p06,gentle,29,25.0,0.230125,0.033,0.154279,0.005,6.973483,4.675127
p06,gentle,29,25.0,0.17025,0.039,0.181449,-0.019,4.365389,4.652534
p06,gentle,29,25.0,0.32025,0.042,0.099992,0.062,7.625001,2.380765
p06,gentle,29,25.0,0.500375,0.103,0.690008,0.005,4.858008,6.699105
p06,gentle,29,25.0,0.295377,0.046,0.388484,0.049,6.421239,8.445303
p06,gentle,29,25.0,0.290246,0.034,0.291734,0.025,8.53664,8.580408
p06,gentle,29,25.0,0.415382,0.076,0.404312,0.107,5.465551,5.319891
p06,gentle,29,25.0,0.695626,0.095,0.560629,0.072,7.322379,5.901361
p06,gentle,29,25.0,0.395369,0.075,0.636608,0.042,5.271587,8.488112
p06,gentle,29,25.0,0.440375,0.074,0.52777,-0.013,5.951012,7.13203
p06,gentle,29,25.0,0.435503,0.069,0.295108,0.048,6.311634,4.276926
p06,gentle,29,25.0,0.525494,0.069,0.610594,0.069,7.615857,8.849195
p06,gentle,30,50.0,0.480375,0.241,1.564735,0.239,1.993257,6.492676
p06,gentle,30,50.0,0.290375,0.106,0.730537,0.18,2.739384,6.891862
p06,gentle,30,50.0,0.290242,0.094,0.715099,0.116,3.087683,7.607439
p06,gentle,30,50.0,0.140125,0.063,0.441791,0.068,2.224207,7.012554
p06,gentle,30,50.0,0.28025,0.129,0.846668,0.108,2.172479,6.563318
p06,gentle,30,50.0,0.190125,0.097,0.650115,0.125,1.960049,6.702216
p06,gentle,30,50.0,0.25025,0.131,0.862462,0.112,1.910306,6.583682
p06,gentle,30,50.0,0.330248,0.167,1.142406,0.138,1.977534,6.840754
p06,sharp,31,10.0,2.43225,0.087,1.37732,0.03,27.956897,15.83127
p06,sharp,31,10.0,0.300238,0.009,0.182169,0.005,33.359792,20.241033
p06,sharp,31,10.0,0.695624,0.024,0.223246,0.024,28.984348,9.301923
p06,sharp,31,10.0,0.705624,0.025,0.052628,-0.009,28.224955,2.105137
p06,sharp,31,10.0,0.5755,0.026,0.039664,0.01,22.134616,1.52554
p06,sharp,31,10.0,1.6415,0.067,1.326398,0.014,24.5,19.796992
p06,sharp,31,10.0,0.5605,0.011,0.185989,0.009,50.954537,16.908112
p06,sharp,31,10.0,1.181124,0.048,0.212681,0.009,24.606744,4.430862
p06,sharp,31,10.0,0.455375,0.023,0.031192,0.007,19.798901,1.356183
p06,sharp,31,10.0,0.105125,0.006,0.203229,0.024,17.520785,33.871472
p06,sharp,31,10.0,0.320251,0.014,0.304325,0.019,22.875088,21.737533
p06,sharp,31,10.0,0.630625,0.029,0.231474,0.044,21.74569,7.98186
p06,sharp,31,10.0,0.074996,0.003,0.008865,0.018,24.998665,2.95493
p06,sharp,31,10.0,0.065125,0.003,0.007387,0.013,21.70833,2.462444
p06,sharp,31,10.0,0.560493,0.032,0.039169,0.016,17.515406,1.224025
p06,sharp,31,10.0,0.295249,0.016,0.088663,0.017,18.453047,5.541412
p06,sharp,31,10.0,0.690618,0.033,0.682478,0.019,20.927812,20.681137
p06,sharp,31,10.0,0.295243,0.011,0.39524,0.026,26.840275,35.930911
p06,sharp,31,10.0,0.245259,0.004,0.120137,0.046,61.314762,30.034366
p06,sharp,31,10.0,0.4705,0.029,0.302349,0.055,16.224146,10.425813
p06,sharp,31,10.0,0.5805,0.014,0.486855,0.03,41.464295,34.775322
p06,sharp,31,10.0,0.735625,0.037,0.622085,-0.002,19.881764,16.813119
p06,sharp,31,10.0,0.720637,0.048,0.095862,0.013,15.013273,1.997133
p06,sharp,31,10.0,0.475366,0.035,0.202948,-0.003,13.581882,5.798523
p06,sharp,31,10.0,0.70562,0.029,0.765787,-0.001,24.331726,26.406464
p06,sharp,31,10.0,0.400375,0.013,0.410972,-0.011,30.798068,31.613256
p06,sharp,31,10.0,0.920875,0.024,0.3234,0.013,38.369795,13.474994
p06,sharp,31,10.0,0.705618,0.03,0.100167,0.023,23.520597,3.338902
p06,sharp,31,10.0,1.271124,0.089,1.070196,0.015,14.282294,12.024676
p06,sharp,31,10.0,0.5855,0.02,0.501576,0.008,29.275,25.078823
p06,sharp,31,10.0,0.340377,0.013,0.117577,0.022,26.182835,9.044358
p06,sharp,31,10.0,0.24525,0.012,0.056155,0.059,20.437499,4.679583
p06,sharp,31,10.0,0.260245,0.013,0.026116,0.019,20.018834,2.008896
p06,sharp,31,10.0,0.24025,0.017,0.009668,0.005,14.132359,0.568683
p06,sharp,31,10.0,0.295262,0.029,0.122262,0.026,10.181443,4.215924
p06,sharp,31,10.0,0.74075,0.022,0.356207,0.017,33.670447,16.191247
p06,sharp,31,10.0,0.5905,0.031,0.977937,0.045,19.048391,31.54635
p06,sharp,31,10.0,0.80575,0.047,0.356387,0.034,17.143615,7.582695
p06,sharp,31,10.0,0.980874,0.04,0.80094,0.009,24.521852,20.023491
p06,sharp,31,10.0,0.355367,0.012,0.411993,0.029,29.613912,34.33278
p06,sharp,31,10.0,0.415375,0.024,0.333459,0.009,17.307291,13.894129
p06,sharp,31,10.0,0.430375,0.043,0.109773,0.038,10.008723,2.55287
p06,sharp,31,10.0,0.530495,0.019,0.040338,0.023,27.920786,2.123063
p06,sharp,31,10.0,0.290243,0.019,0.118595,0.013,15.275943,6.241821
p06,sharp,31,10.0,0.970993,0.049,1.268548,0.017,19.816185,25.88874
p06,sharp,31,10.0,0.415375,0.009,0.159323,0.009,46.152804,17.702501
p06,sharp,31,10.0,0.320365,0.02,0.161238,-0.009,16.018236,8.061888
p06,sharp,31,10.0,0.190131,0.018,0.051407,-0.009,10.562844,2.855956
p06,sharp,31,10.0,0.995999,0.06,0.219903,0.047,16.599985,3.665052
p06,sharp,31,10.0,0.440374,0.018,0.338023,0.001,24.465217,18.779037
p06,sharp,31,10.0,0.385376,0.015,0.523899,0.029,25.691732,34.926625
p06,sharp,31,10.0,0.72062,0.036,0.582624,0.008,20.01722,16.184011
p06,sharp,31,10.0,0.31025,0.022,0.039478,0.023,14.102275,1.794468
p06,sharp,31,10.0,0.970875,0.048,0.712931,0.026,20.226563,14.852729
p06,sharp,32,12.5,0.91575,0.044,0.188239,0.034,20.812501,4.278162
p06,sharp,32,12.5,0.4455,0.02,0.357064,-0.002,22.274995,17.853222
p06,sharp,32,12.5,0.055011,0.006,0.193141,0.026,9.168506,32.190195
p06,sharp,32,12.5,0.25525,0.013,0.462177,0.019,19.634614,35.55208
p06,sharp,32,12.5,0.440495,0.031,0.481099,0.043,14.209524,15.519331
p06,sharp,32,12.5,0.605503,0.048,0.099787,0.045,12.614638,2.078898
p06,sharp,32,12.5,0.43038,0.011,0.03141,0.036,39.125464,2.855424
p06,sharp,32,12.5,0.430375,0.017,0.100809,0.04,25.316196,5.92994
p06,sharp,32,12.5,1.566511,0.075,1.608986,0.026,20.886812,21.453146
p06,sharp,32,12.5,0.5955,0.048,0.096846,0.036,12.40625,2.017632
p06,sharp,32,12.5,0.43537,0.04,0.26573,0.018,10.884249,6.643255
p06,sharp,32,12.5,0.765625,0.033,0.990123,0.052,23.200758,30.003738
p06,sharp,32,12.5,0.375374,0.032,0.459712,0.034,11.73044,14.365986
p06,sharp,32,12.5,0.560496,0.036,0.470581,0.038,15.569329,13.071694
p06,sharp,32,12.5,0.5055,0.026,0.859791,0.025,19.442302,33.068889
p06,sharp,32,12.5,0.915875,0.043,1.223732,0.012,21.299423,28.458879
p06,sharp,32,12.5,0.81575,0.031,0.265601,0.01,26.31452,8.567772
p06,sharp,32,12.5,0.580627,0.025,0.041512,0.015,23.225079,1.660484
p06,sharp,32,12.5,0.5205,0.03,0.077792,0.016,17.350006,2.593064
p06,sharp,32,12.5,0.630624,0.028,0.329482,0.01,22.522288,11.767226
p06,sharp,32,12.5,0.170125,0.005,0.121148,0.0,34.025049,24.229621
p06,sharp,32,12.5,0.5055,0.018,0.622374,-0.011,28.083324,34.576348
p06,sharp,32,12.5,0.065125,0.003,0.061595,0.046,21.70833,20.531555
p06,sharp,32,12.5,1.081,0.038,0.322832,0.026,28.447365,8.495572
p06,sharp,32,12.5,0.215245,0.018,0.02383,0.052,11.958069,1.323865
p06,sharp,32,12.5,0.100125,0.004,0.001345,0.024,25.031269,0.336329
p06,sharp,32,12.5,0.5605,0.038,0.150004,0.024,14.749991,3.947468
p06,sharp,32,12.5,0.250129,0.018,0.25233,0.004,13.896068,14.018307
p06,sharp,32,12.5,0.725625,0.034,1.052216,0.029,21.341906,30.947527
p06,sharp,32,12.5,0.455374,0.015,0.225173,0.023,30.358283,15.011527
p06,sharp,32,12.5,0.52537,0.022,0.111326,0.008,23.88046,5.060267
p06,sharp,32,12.5,0.065114,0.003,0.006882,0.018,21.704674,2.293949
p06,sharp,32,12.5,0.665625,0.04,0.057242,0.022,16.640627,1.43106
p06,sharp,32,12.5,0.5405,0.044,0.607948,0.043,12.284095,13.816989
p06,sharp,32,12.5,0.535488,0.023,0.755869,0.034,23.282082,32.863865
p06,sharp,32,12.5,0.230125,0.014,0.218812,0.022,16.437496,15.629422
p06,sharp,32,12.5,0.085125,0.017,0.107934,0.035,5.007365,6.349066
p06,sharp,32,12.5,1.81175,0.096,1.732398,0.005,18.872395,18.04581
p06,sharp,32,12.5,0.425379,0.029,0.091624,0.002,14.668234,3.159435
p06,sharp,32,12.5,0.450374,0.041,0.097352,0.019,10.984735,2.374432
p06,sharp,32,12.5,0.435384,0.013,0.127748,-0.009,33.491098,9.826741
p06,sharp,32,12.5,1.065999,0.055,1.390251,0.03,19.381796,25.277292
p06,sharp,32,12.5,0.185125,0.005,0.041791,0.022,37.025023,8.358201
p06,sharp,32,12.5,0.090125,0.003,0.019664,0.004,30.041615,6.554615
p06,sharp,32,12.5,0.665625,0.026,0.080617,0.006,25.600965,3.100644
p06,sharp,32,12.5,0.5705,0.029,0.032407,0.049,19.67241,1.117497
p06,sharp,32,12.5,0.205247,0.009,0.034922,0.03,22.805214,3.880219
p06,sharp,32,12.5,0.5055,0.034,0.516279,0.025,14.867642,15.184664
p06,sharp,32,12.5,0.545513,0.027,0.869251,0.026,20.204182,32.194486
p06,sharp,32,12.5,0.540496,0.04,0.35193,0.05,13.512403,8.798245
p06,sharp,32,12.5,0.410375,0.033,0.035482,0.038,12.43561,1.075227
p06,sharp,32,12.5,0.135126,0.006,0.014902,-0.011,22.520979,2.483706
p06,sharp,32,12.5,0.29525,0.02,0.106975,0.022,14.762497,5.348759
p06,sharp,32,12.5,0.260249,0.022,0.323244,0.026,11.829495,14.692931
p06,sharp,32,12.5,0.645625,0.051,1.258049,0.041,12.659316,24.667622
p06,sharp,33,16.5,1.196124,0.055,0.618159,0.019,21.74771,11.239247
p06,sharp,33,16.5,0.435386,0.019,0.661363,-0.026,22.915062,34.808601
p06,sharp,33,16.5,0.135125,0.005,0.134114,0.014,27.024984,26.822847
p06,sharp,33,16.5,0.28025,0.009,0.164199,0.011,31.13887,18.244367
p06,sharp,33,16.5,2.737499,0.141,1.810439,0.041,19.414887,12.839996
p06,sharp,33,16.5,0.635625,0.041,0.395485,0.038,15.503052,9.645971
p06,sharp,33,16.5,0.76563,0.037,1.112217,0.038,20.692703,30.059908
p06,sharp,33,16.5,0.595504,0.055,0.320447,0.035,10.827342,5.826304
p06,sharp,33,16.5,0.260255,0.021,0.027453,0.011,12.3931,1.307293
p06,sharp,33,16.5,0.485499,0.038,0.342601,0.03,12.776287,9.015826
